Date,Open,High,Low,Close,Adj Close,Volume
2019-05-16,100.449997,100.449997,100.449997,100.449997,100.449997,0
2019-05-17,100.440002,100.440002,100.440002,100.440002,100.440002,0
2019-05-18,100.480003,100.480003,100.480003,100.480003,100.480003,0
2019-05-19,100.480003,100.480003,100.480003,100.480003,100.480003,0
2019-05-20,99.430000,99.430000,99.430000,99.430000,99.430000,0
2019-05-21,98.120003,98.120003,98.120003,98.120003,98.120003,0
2019-05-22,98.089996,98.089996,98.089996,98.089996,98.089996,0
2019-05-23,98.010002,98.010002,98.010002,98.010002,98.010002,0
2019-05-24,98.019997,98.019997,98.019997,98.019997,98.019997,0
2019-05-25,98.050003,98.050003,98.050003,98.050003,98.050003,0
2019-05-26,98.019997,98.019997,98.019997,98.019997,98.019997,0
2019-05-27,97.930000,97.930000,97.930000,97.930000,97.930000,0
2019-05-28,97.839996,97.839996,97.839996,97.839996,97.839996,0
2019-05-29,97.769997,97.769997,97.769997,97.769997,97.769997,0
2019-05-30,97.650002,97.650002,97.650002,97.650002,97.650002,0
2019-05-31,97.629997,97.629997,97.629997,97.629997,97.629997,0
2019-06-01,97.620003,97.620003,97.620003,97.620003,97.620003,0
2019-06-02,97.480003,97.480003,97.480003,97.480003,97.480003,0
2019-06-03,97.360001,97.360001,97.360001,97.360001,97.360001,0
2019-06-04,97.269997,97.269997,97.269997,97.269997,97.269997,0
2019-06-05,97.260002,97.260002,97.260002,97.260002,97.260002,0
2019-06-06,97.339996,97.339996,97.339996,97.339996,97.339996,0
2019-06-07,97.279999,97.279999,97.279999,97.279999,97.279999,0
2019-06-08,97.190002,97.190002,97.190002,97.190002,97.190002,0
2019-06-09,97.220001,97.220001,97.220001,97.220001,97.220001,0
2019-06-10,97.269997,97.269997,97.269997,97.269997,97.269997,0
2019-06-11,97.300003,97.300003,97.300003,97.300003,97.300003,0
2019-06-12,97.330002,97.330002,97.330002,97.330002,97.330002,0
2019-06-13,97.339996,97.339996,97.339996,97.339996,97.339996,0
2019-06-14,97.370003,97.370003,97.370003,97.370003,97.370003,0
2019-06-15,97.470001,97.470001,97.470001,97.470001,97.470001,0
2019-06-16,97.510002,97.510002,97.510002,97.510002,97.510002,0
2019-06-17,97.459999,97.459999,97.459999,97.459999,97.459999,0
2019-06-18,97.419998,97.419998,97.419998,97.419998,97.419998,0
2019-06-19,97.449997,97.449997,97.449997,97.449997,97.449997,0
2019-06-20,97.410004,97.410004,97.410004,97.410004,97.410004,0
2019-06-21,97.419998,97.419998,97.419998,97.419998,97.419998,0
2019-06-22,97.500000,97.500000,97.500000,97.500000,97.500000,0
2019-06-23,97.470001,97.470001,97.470001,97.470001,97.470001,0
2019-06-24,97.400002,97.400002,97.400002,97.400002,97.400002,0
2019-06-25,97.330002,97.330002,97.330002,97.330002,97.330002,0
2019-06-26,97.269997,97.269997,97.269997,97.269997,97.269997,0
2019-06-27,97.239998,97.239998,97.239998,97.239998,97.239998,0
2019-06-28,97.220001,97.220001,97.220001,97.220001,97.220001,0
2019-06-29,97.169998,97.169998,97.169998,97.169998,97.169998,0
2019-06-30,97.080002,97.080002,97.080002,97.080002,97.080002,0
2019-07-01,96.989998,96.989998,96.989998,96.989998,96.989998,0
2019-07-02,96.940002,96.940002,96.940002,96.940002,96.940002,0
2019-07-03,96.930000,96.930000,96.930000,96.930000,96.930000,0
2019-07-04,96.919998,96.919998,96.919998,96.919998,96.919998,0
2019-07-05,96.870003,96.870003,96.870003,96.870003,96.870003,0
2019-07-06,96.809998,96.809998,96.809998,96.809998,96.809998,0
2019-07-07,96.889999,96.889999,96.889999,96.889999,96.889999,0
2019-07-08,97.029999,97.029999,97.029999,97.029999,97.029999,0
2019-07-09,97.040001,97.040001,97.040001,97.040001,97.040001,0
2019-07-10,97.000000,97.000000,97.000000,97.000000,97.000000,0
2019-07-11,96.989998,96.989998,96.989998,96.989998,96.989998,0
2019-07-12,96.989998,96.989998,96.989998,96.989998,96.989998,0
2019-07-13,96.940002,96.940002,96.940002,96.940002,96.940002,0
2019-07-14,96.889999,96.889999,96.889999,96.889999,96.889999,0
2019-07-15,96.690002,96.690002,96.690002,96.690002,96.690002,0
2019-07-16,96.449997,96.449997,96.449997,96.449997,96.449997,0
2019-07-17,96.470001,96.470001,96.470001,96.470001,96.470001,0
2019-07-18,96.610001,96.610001,96.610001,96.610001,96.610001,0
2019-07-19,96.690002,96.690002,96.690002,96.690002,96.690002,0
2019-07-20,96.580002,96.580002,96.580002,96.580002,96.580002,0
2019-07-21,96.459999,96.459999,96.459999,96.459999,96.459999,0
2019-07-22,96.410004,96.410004,96.410004,96.410004,96.410004,0
2019-07-23,96.370003,96.370003,96.370003,96.370003,96.370003,0
2019-07-24,96.349998,96.349998,96.349998,96.349998,96.349998,0
2019-07-25,96.330002,96.330002,96.330002,96.330002,96.330002,0
2019-07-26,96.339996,96.339996,96.339996,96.339996,96.339996,0
2019-07-27,96.389999,96.389999,96.389999,96.389999,96.389999,0
2019-07-28,96.379997,96.379997,96.379997,96.379997,96.379997,0
2019-07-29,96.389999,96.389999,96.389999,96.389999,96.389999,0
2019-07-30,96.330002,96.330002,96.330002,96.330002,96.330002,0
2019-07-31,96.300003,96.300003,96.300003,96.300003,96.300003,0
2019-08-01,96.400002,96.400002,96.400002,96.400002,96.400002,0
2019-08-02,96.430000,96.430000,96.430000,96.430000,96.430000,0
2019-08-03,96.410004,96.410004,96.410004,96.410004,96.410004,0
2019-08-04,96.400002,96.400002,96.400002,96.400002,96.400002,0
2019-08-05,96.480003,96.480003,96.480003,96.480003,96.480003,0
2019-08-06,96.459999,96.459999,96.459999,96.459999,96.459999,0
2019-08-07,96.360001,96.360001,96.360001,96.360001,96.360001,0
2019-08-08,96.269997,96.269997,96.269997,96.269997,96.269997,0
2019-08-09,96.220001,96.220001,96.220001,96.220001,96.220001,0
2019-08-10,96.250000,96.250000,96.250000,96.250000,96.250000,0
2019-08-11,96.199997,96.199997,96.199997,96.199997,96.199997,0
2019-08-12,96.160004,96.160004,96.160004,96.160004,96.160004,0
2019-08-13,96.150002,96.150002,96.150002,96.150002,96.150002,0
2019-08-14,96.199997,96.199997,96.199997,96.199997,96.199997,0
2019-08-15,96.330002,96.330002,96.330002,96.330002,96.330002,0
2019-08-16,96.510002,96.510002,96.510002,96.510002,96.510002,0
2019-08-17,96.610001,96.610001,96.610001,96.610001,96.610001,0
2019-08-18,96.570000,96.570000,96.570000,96.570000,96.570000,0
2019-08-19,96.540001,96.540001,96.540001,96.540001,96.540001,0
2019-08-20,96.519997,96.519997,96.519997,96.519997,96.519997,0
2019-08-21,96.500000,96.500000,96.500000,96.500000,96.500000,0
2019-08-22,96.470001,96.470001,96.470001,96.470001,96.470001,0
2019-08-23,96.419998,96.419998,96.419998,96.419998,96.419998,0
2019-08-24,96.440002,96.440002,96.440002,96.440002,96.440002,0
2019-08-25,96.440002,96.440002,96.440002,96.440002,96.440002,0
2019-08-26,96.339996,96.339996,96.339996,96.339996,96.339996,0
2019-08-27,96.260002,96.260002,96.260002,96.260002,96.260002,0
2019-08-28,96.230003,96.230003,96.230003,96.230003,96.230003,0
2019-08-29,96.360001,96.360001,96.360001,96.360001,96.360001,0
2019-08-30,96.470001,96.470001,96.470001,96.470001,96.470001,0
2019-08-31,96.440002,96.440002,96.440002,96.440002,96.440002,0
2019-09-01,96.440002,96.440002,96.440002,96.440002,96.440002,0
2019-09-02,96.389999,96.389999,96.389999,96.389999,96.389999,0
2019-09-03,96.330002,96.330002,96.330002,96.330002,96.330002,0
2019-09-04,96.339996,96.339996,96.339996,96.339996,96.339996,0
2019-09-05,96.360001,96.360001,96.360001,96.360001,96.360001,0
2019-09-06,96.349998,96.349998,96.349998,96.349998,96.349998,0
2019-09-07,96.379997,96.379997,96.379997,96.379997,96.379997,0
2019-09-08,96.449997,96.449997,96.449997,96.449997,96.449997,0
2019-09-09,96.500000,96.500000,96.500000,96.500000,96.500000,0
2019-09-10,96.480003,96.480003,96.480003,96.480003,96.480003,0
2019-09-11,96.470001,96.470001,96.470001,96.470001,96.470001,0
2019-09-12,96.489998,96.489998,96.489998,96.489998,96.489998,0
2019-09-13,96.470001,96.470001,96.470001,96.470001,96.470001,0
2019-09-14,96.500000,96.500000,96.500000,96.500000,96.500000,0
2019-09-15,96.580002,96.580002,96.580002,96.580002,96.580002,0
2019-09-16,96.620003,96.620003,96.620003,96.620003,96.620003,0
2019-09-17,96.660004,96.660004,96.660004,96.660004,96.660004,0
2019-09-18,96.709999,96.709999,96.709999,96.709999,96.709999,0
2019-09-19,96.730003,96.730003,96.730003,96.730003,96.730003,0
2019-09-20,96.730003,96.730003,96.730003,96.730003,96.730003,0
2019-09-21,96.849998,96.849998,96.849998,96.849998,96.849998,0
2019-09-22,96.930000,96.930000,96.930000,96.930000,96.930000,0
2019-09-23,96.910004,96.910004,96.910004,96.910004,96.910004,0
2019-09-24,96.849998,96.849998,96.849998,96.849998,96.849998,0
2019-09-25,96.800003,96.800003,96.800003,96.800003,96.800003,0
2019-09-26,96.820000,96.820000,96.820000,96.820000,96.820000,0
2019-09-27,96.820000,96.820000,96.820000,96.820000,96.820000,0
2019-09-28,96.809998,96.809998,96.809998,96.809998,96.809998,0
2019-09-29,96.800003,96.800003,96.800003,96.800003,96.800003,0
2019-09-30,96.830002,96.830002,96.830002,96.830002,96.830002,0
2019-10-01,96.769997,96.769997,96.769997,96.769997,96.769997,0
2019-10-02,96.779999,96.779999,96.779999,96.779999,96.779999,0
2019-10-03,96.830002,96.830002,96.830002,96.830002,96.830002,0
2019-10-04,96.860001,96.860001,96.860001,96.860001,96.860001,0
2019-10-05,96.930000,96.930000,96.930000,96.930000,96.930000,0
2019-10-06,96.919998,96.919998,96.919998,96.919998,96.919998,0
2019-10-07,96.910004,96.910004,96.910004,96.910004,96.910004,0
2019-10-08,96.910004,96.910004,96.910004,96.910004,96.910004,0
2019-10-09,96.839996,96.839996,96.839996,96.839996,96.839996,0
2019-10-10,96.800003,96.800003,96.800003,96.800003,96.800003,0
2019-10-11,96.720001,96.720001,96.720001,96.720001,96.720001,0
2019-10-12,96.580002,96.580002,96.580002,96.580002,96.580002,0
2019-10-13,96.500000,96.500000,96.500000,96.500000,96.500000,0
2019-10-14,96.449997,96.449997,96.449997,96.449997,96.449997,0
2019-10-15,96.419998,96.419998,96.419998,96.419998,96.419998,0
2019-10-16,96.360001,96.360001,96.360001,96.360001,96.360001,0
2019-10-17,96.370003,96.370003,96.370003,96.370003,96.370003,0
2019-10-18,96.430000,96.430000,96.430000,96.430000,96.430000,0
2019-10-19,96.510002,96.510002,96.510002,96.510002,96.510002,0
2019-10-20,96.550003,96.550003,96.550003,96.550003,96.550003,0
2019-10-21,96.519997,96.519997,96.519997,96.519997,96.519997,0
2019-10-22,96.519997,96.519997,96.519997,96.519997,96.519997,0
2019-10-23,96.550003,96.550003,96.550003,96.550003,96.550003,0
2019-10-24,96.589996,96.589996,96.589996,96.589996,96.589996,0
2019-10-25,96.620003,96.620003,96.620003,96.620003,96.620003,0
2019-10-26,96.599998,96.599998,96.599998,96.599998,96.599998,0
2019-10-27,96.599998,96.599998,96.599998,96.599998,96.599998,0
2019-10-28,96.620003,96.620003,96.620003,96.620003,96.620003,0
2019-10-29,96.669998,96.669998,96.669998,96.669998,96.669998,0
2019-10-30,96.709999,96.709999,96.709999,96.709999,96.709999,0
2019-10-31,96.620003,96.620003,96.620003,96.620003,96.620003,0
2019-11-01,96.550003,96.550003,96.550003,96.550003,96.550003,0
2019-11-02,96.489998,96.489998,96.489998,96.489998,96.489998,0
2019-11-03,96.519997,96.519997,96.519997,96.519997,96.519997,0
2019-11-04,96.570000,96.570000,96.570000,96.570000,96.570000,0
2019-11-05,96.650002,96.650002,96.650002,96.650002,96.650002,0
2019-11-06,96.739998,96.739998,96.739998,96.739998,96.739998,0
2019-11-07,96.800003,96.800003,96.800003,96.800003,96.800003,0
2019-11-08,96.800003,96.800003,96.800003,96.800003,96.800003,0
2019-11-09,96.839996,96.839996,96.839996,96.839996,96.839996,0
2019-11-10,96.930000,96.930000,96.930000,96.930000,96.930000,0
2019-11-11,96.959999,96.959999,96.959999,96.959999,96.959999,0
2019-11-12,97.010002,97.010002,97.010002,97.010002,97.010002,0
2019-11-13,97.029999,97.029999,97.029999,97.029999,97.029999,0
2019-11-14,97.080002,97.080002,97.080002,97.080002,97.080002,0
2019-11-15,97.180000,97.180000,97.180000,97.180000,97.180000,0
2019-11-16,97.239998,97.239998,97.239998,97.239998,97.239998,0
2019-11-17,97.279999,97.279999,97.279999,97.279999,97.279999,0
2019-11-18,97.239998,97.239998,97.239998,97.239998,97.239998,0
2019-11-19,97.220001,97.220001,97.220001,97.220001,97.220001,0
2019-11-20,97.239998,97.239998,97.239998,97.239998,97.239998,0
2019-11-21,97.309998,97.309998,97.309998,97.309998,97.309998,0
2019-11-22,97.339996,97.339996,97.339996,97.339996,97.339996,0
2019-11-23,97.360001,97.360001,97.360001,97.360001,97.360001,0
2019-11-24,97.400002,97.400002,97.400002,97.400002,97.400002,0
2019-11-25,97.370003,97.370003,97.370003,97.370003,97.370003,0
2019-11-26,97.360001,97.360001,97.360001,97.360001,97.360001,0
2019-11-27,97.389999,97.389999,97.389999,97.389999,97.389999,0
2019-11-28,97.419998,97.419998,97.419998,97.419998,97.419998,0
2019-11-29,97.449997,97.449997,97.449997,97.449997,97.449997,0
2019-11-30,97.470001,97.470001,97.470001,97.470001,97.470001,0
2019-12-01,97.419998,97.419998,97.419998,97.419998,97.419998,0
2019-12-02,97.330002,97.330002,97.330002,97.330002,97.330002,0
2019-12-03,97.349998,97.349998,97.349998,97.349998,97.349998,0
2019-12-04,97.489998,97.489998,97.489998,97.489998,97.489998,0
2019-12-05,97.580002,97.580002,97.580002,97.580002,97.580002,0
2019-12-06,97.669998,97.669998,97.669998,97.669998,97.669998,0
2019-12-07,97.720001,97.720001,97.720001,97.720001,97.720001,0
2019-12-08,97.699997,97.699997,97.699997,97.699997,97.699997,0
2019-12-09,97.709999,97.709999,97.709999,97.709999,97.709999,0
2019-12-10,97.690002,97.690002,97.690002,97.690002,97.690002,0
2019-12-11,97.739998,97.739998,97.739998,97.739998,97.739998,0
2019-12-12,97.769997,97.769997,97.769997,97.769997,97.769997,0
2019-12-13,97.699997,97.699997,97.699997,97.699997,97.699997,0
2019-12-14,97.660004,97.660004,97.660004,97.660004,97.660004,0
2019-12-15,97.720001,97.720001,97.720001,97.720001,97.720001,0
2019-12-16,97.800003,97.800003,97.800003,97.800003,97.800003,0
2019-12-17,97.800003,97.800003,97.800003,97.800003,97.800003,0
2019-12-18,97.730003,97.730003,97.730003,97.730003,97.730003,0
2019-12-19,97.720001,97.720001,97.720001,97.720001,97.720001,0
2019-12-20,97.760002,97.760002,97.760002,97.760002,97.760002,0
2019-12-21,97.750000,97.750000,97.750000,97.750000,97.750000,0
2019-12-22,97.760002,97.760002,97.760002,97.760002,97.760002,0
2019-12-23,97.809998,97.809998,97.809998,97.809998,97.809998,0
2019-12-24,97.839996,97.839996,97.839996,97.839996,97.839996,0
2019-12-25,97.889999,97.889999,97.889999,97.889999,97.889999,0
2019-12-26,97.910004,97.910004,97.910004,97.910004,97.910004,0
2019-12-27,97.889999,97.889999,97.889999,97.889999,97.889999,0
2019-12-28,97.860001,97.860001,97.860001,97.860001,97.860001,0
2019-12-29,97.820000,97.820000,97.820000,97.820000,97.820000,0
2019-12-30,97.790001,97.790001,97.790001,97.790001,97.790001,0
2019-12-31,97.849998,97.849998,97.849998,97.849998,97.849998,0
2020-01-01,97.900002,97.900002,97.900002,97.900002,97.900002,0
2020-01-02,97.910004,97.910004,97.910004,97.910004,97.910004,0
2020-01-03,97.910004,97.910004,97.910004,97.910004,97.910004,0
2020-01-04,97.900002,97.900002,97.900002,97.900002,97.900002,0
2020-01-05,97.930000,97.930000,97.930000,97.930000,97.930000,0
2020-01-06,97.989998,97.989998,97.989998,97.989998,97.989998,0
2020-01-07,98.019997,98.019997,98.019997,98.019997,98.019997,0
2020-01-08,98.070000,98.070000,98.070000,98.070000,98.070000,0
2020-01-09,98.110001,98.110001,98.110001,98.110001,98.110001,0
2020-01-10,98.129997,98.129997,98.129997,98.129997,98.129997,0
2020-01-11,98.139999,98.139999,98.139999,98.139999,98.139999,0
2020-01-12,98.099998,98.099998,98.099998,98.099998,98.099998,0
2020-01-13,98.070000,98.070000,98.070000,98.070000,98.070000,0
2020-01-14,98.010002,98.010002,98.010002,98.010002,98.010002,0
2020-01-15,97.879997,97.879997,97.879997,97.879997,97.879997,0
2020-01-16,97.760002,97.760002,97.760002,97.760002,97.760002,0
2020-01-17,97.699997,97.699997,97.699997,97.699997,97.699997,0
2020-01-18,97.650002,97.650002,97.650002,97.650002,97.650002,0
2020-01-19,97.580002,97.580002,97.580002,97.580002,97.580002,0
2020-01-20,97.519997,97.519997,97.519997,97.519997,97.519997,0
2020-01-21,97.419998,97.419998,97.419998,97.419998,97.419998,0
2020-01-22,97.330002,97.330002,97.330002,97.330002,97.330002,0
2020-01-23,97.400002,97.400002,97.400002,97.400002,97.400002,0
2020-01-24,97.379997,97.379997,97.379997,97.379997,97.379997,0
2020-01-25,97.309998,97.309998,97.309998,97.309998,97.309998,0
2020-01-26,97.339996,97.339996,97.339996,97.339996,97.339996,0
2020-01-27,97.309998,97.309998,97.309998,97.309998,97.309998,0
2020-01-28,97.239998,97.239998,97.239998,97.239998,97.239998,0
2020-01-29,97.209999,97.209999,97.209999,97.209999,97.209999,0
2020-01-30,97.290001,97.290001,97.290001,97.290001,97.290001,0
2020-01-31,97.320000,97.320000,97.320000,97.320000,97.320000,0
2020-02-01,97.199997,97.199997,97.199997,97.199997,97.199997,0
2020-02-02,97.120003,97.120003,97.120003,97.120003,97.120003,0
2020-02-03,97.150002,97.150002,97.150002,97.150002,97.150002,0
2020-02-04,97.169998,97.169998,97.169998,97.169998,97.169998,0
2020-02-05,97.199997,97.199997,97.199997,97.199997,97.199997,0
2020-02-06,97.180000,97.180000,97.180000,97.180000,97.180000,0
2020-02-07,97.160004,97.160004,97.160004,97.160004,97.160004,0
2020-02-08,97.139999,97.139999,97.139999,97.139999,97.139999,0
2020-02-09,97.110001,97.110001,97.110001,97.110001,97.110001,0
2020-02-10,97.129997,97.129997,97.129997,97.129997,97.129997,0
2020-02-11,97.110001,97.110001,97.110001,97.110001,97.110001,0
2020-02-12,97.000000,97.000000,97.000000,97.000000,97.000000,0
2020-02-13,96.940002,96.940002,96.940002,96.940002,96.940002,0
2020-02-14,96.959999,96.959999,96.959999,96.959999,96.959999,0
2020-02-15,96.919998,96.919998,96.919998,96.919998,96.919998,0
2020-02-16,96.860001,96.860001,96.860001,96.860001,96.860001,0
2020-02-17,96.870003,96.870003,96.870003,96.870003,96.870003,0
2020-02-18,96.900002,96.900002,96.900002,96.900002,96.900002,0
2020-02-19,96.910004,96.910004,96.910004,96.910004,96.910004,0
2020-02-20,96.900002,96.900002,96.900002,96.900002,96.900002,0
2020-02-21,96.839996,96.839996,96.839996,96.839996,96.839996,0
2020-02-22,96.730003,96.730003,96.730003,96.730003,96.730003,0
2020-02-23,96.650002,96.650002,96.650002,96.650002,96.650002,0
2020-02-24,96.610001,96.610001,96.610001,96.610001,96.610001,0
2020-02-25,96.580002,96.580002,96.580002,96.580002,96.580002,0
2020-02-26,96.570000,96.570000,96.570000,96.570000,96.570000,0
2020-02-27,96.589996,96.589996,96.589996,96.589996,96.589996,0
2020-02-28,96.639999,96.639999,96.639999,96.639999,96.639999,0
2020-02-29,96.599998,96.599998,96.599998,96.599998,96.599998,0
2020-03-01,96.570000,96.570000,96.570000,96.570000,96.570000,0
2020-03-02,96.570000,96.570000,96.570000,96.570000,96.570000,0
2020-03-03,96.489998,96.489998,96.489998,96.489998,96.489998,0
2020-03-04,96.430000,96.430000,96.430000,96.430000,96.430000,0
2020-03-05,96.489998,96.489998,96.489998,96.489998,96.489998,0
2020-03-06,96.540001,96.540001,96.540001,96.540001,96.540001,0
2020-03-07,96.500000,96.500000,96.500000,96.500000,96.500000,0
2020-03-08,96.500000,96.500000,96.500000,96.500000,96.500000,0
2020-03-09,96.500000,96.500000,96.500000,96.500000,96.500000,0
2020-03-10,96.470001,96.470001,96.470001,96.470001,96.470001,0
2020-03-11,96.379997,96.379997,96.379997,96.379997,96.379997,0
2020-03-12,96.290001,96.290001,96.290001,96.290001,96.290001,0
2020-03-13,96.169998,96.169998,96.169998,96.169998,96.169998,0
2020-03-14,96.040001,96.040001,96.040001,96.040001,96.040001,0
2020-03-15,96.010002,96.010002,96.010002,96.010002,96.010002,0
2020-03-16,96.010002,96.010002,96.010002,96.010002,96.010002,0
2020-03-17,96.019997,96.019997,96.019997,96.019997,96.019997,0
2020-03-18,96.029999,96.029999,96.029999,96.029999,96.029999,0
2020-03-19,95.980003,95.980003,95.980003,95.980003,95.980003,0
2020-03-20,95.839996,95.839996,95.839996,95.839996,95.839996,0
2020-03-21,95.629997,95.629997,95.629997,95.629997,95.629997,0
2020-03-22,95.510002,95.510002,95.510002,95.510002,95.510002,0
2020-03-23,95.480003,95.480003,95.480003,95.480003,95.480003,0
2020-03-24,95.389999,95.389999,95.389999,95.389999,95.389999,0
2020-03-25,95.290001,95.290001,95.290001,95.290001,95.290001,0
2020-03-26,95.269997,95.269997,95.269997,95.269997,95.269997,0
2020-03-27,95.250000,95.250000,95.250000,95.250000,95.250000,0
2020-03-28,95.260002,95.260002,95.260002,95.260002,95.260002,0
2020-03-29,95.220001,95.220001,95.220001,95.220001,95.220001,0
2020-03-30,95.139999,95.139999,95.139999,95.139999,95.139999,0
2020-03-31,95.110001,95.110001,95.110001,95.110001,95.110001,0
2020-04-01,95.110001,95.110001,95.110001,95.110001,95.110001,0
2020-04-02,95.089996,95.089996,95.089996,95.089996,95.089996,0
2020-04-03,95.089996,95.089996,95.089996,95.089996,95.089996,0
2020-04-04,95.120003,95.120003,95.120003,95.120003,95.120003,0
2020-04-05,95.150002,95.150002,95.150002,95.150002,95.150002,0
2020-04-06,95.180000,95.180000,95.180000,95.180000,95.180000,0
2020-04-07,95.180000,95.180000,95.180000,95.180000,95.180000,0
2020-04-08,95.120003,95.120003,95.120003,95.120003,95.120003,0
2020-04-09,95.040001,95.040001,95.040001,95.040001,95.040001,0
2020-04-10,94.980003,94.980003,94.980003,94.980003,94.980003,0
2020-04-11,94.940002,94.940002,94.940002,94.940002,94.940002,0
2020-04-12,94.860001,94.860001,94.860001,94.860001,94.860001,0
2020-04-13,94.709999,94.709999,94.709999,94.709999,94.709999,0
2020-04-14,94.599998,94.599998,94.599998,94.599998,94.599998,0
2020-04-15,94.580002,94.580002,94.580002,94.580002,94.580002,0
2020-04-16,94.589996,94.589996,94.589996,94.589996,94.589996,0
2020-04-17,94.669998,94.669998,94.669998,94.669998,94.669998,0
2020-04-18,94.739998,94.739998,94.739998,94.739998,94.739998,0
2020-04-19,94.720001,94.720001,94.720001,94.720001,94.720001,0
2020-04-20,94.760002,94.760002,94.760002,94.760002,94.760002,0
2020-04-21,94.800003,94.800003,94.800003,94.800003,94.800003,0
2020-04-22,94.790001,94.790001,94.790001,94.790001,94.790001,0
2020-04-23,94.790001,94.790001,94.790001,94.790001,94.790001,0
2020-04-24,94.830002,94.830002,94.830002,94.830002,94.830002,0
2020-04-25,94.800003,94.800003,94.800003,94.800003,94.800003,0
